"OrderID","InvoiceDate","CustomerID","OrderVolume","ShipMode","Segment","Category","PaymentTerm","Discount","ExistingPurchaseOrder","FirstCustomerOrder","CashInDate"
"O-45370","2014-10-03",1031,164.88,"Second Class","Consumer","Office Supplies",45,"0%","Yes","No","2014-11-11"
"O-45372","2014-10-03",1011,159.98,"Second Class","Corporate","Technology",14,"0%","Yes","No","2014-11-01"
"O-45373","2014-10-03",1006,182.07,"Standard Class","Consumer","Technology",45,"3%","Yes","No","2014-11-07"
"O-45374","2014-10-03",1029,99.05,"Standard Class","Corporate","Office Supplies",14,"3%","Yes","No","2014-11-05"
"O-45375","2014-10-03",1031,97.84,"First Class","Consumer","Office Supplies",45,"5%","Yes","No","2014-11-02"
"O-45376","2014-10-03",1030,158.22,"Standard Class","Corporate","Furniture",45,"0%","Yes","No","2014-11-15"
"O-45378","2014-10-03",1024,157.59,"Standard Class","Corporate","Office Supplies",30,"5%","No","No","2014-11-20"
"O-45379","2014-10-03",1004,61.78,"First Class","Consumer","Office Supplies",14,"5%","Yes","No","2014-10-19"
"O-45380","2014-10-03",1025,55.44,"First Class","Corporate","Office Supplies",30,"5%","Yes","No","2014-11-19"
"O-45381","2014-10-03",1015,52.8,"Second Class","Consumer","Office Supplies",30,"3%","Yes","No","2014-11-02"
"O-45382","2014-10-03",1013,32.92,"Same Day","Consumer","Office Supplies",45,"5%","Yes","No","2014-11-22"
"O-45386","2014-10-03",1029,54.9,"Standard Class","Corporate","Office Supplies",30,"5%","Yes","No","2014-11-15"
"O-45387","2014-10-03",1010,72.61,"Same Day","Consumer","Furniture",45,"5%","Yes","No","2014-11-16"
"O-45388","2014-10-03",1024,78.9,"Standard Class","Corporate","Office Supplies",30,"3%","Yes","No","2014-11-17"
"O-45389","2014-10-03",1012,78.19,"Standard Class","Corporate","Furniture",14,"0%","Yes","No","2014-11-09"
"O-45390","2014-10-03",1020,30.6,"Standard Class","Consumer","Office Supplies",30,"5%","No","No","2014-10-29"
"O-45391","2014-10-03",1029,57.36,"Standard Class","Corporate","Office Supplies",45,"0%","Yes","No","2014-11-26"
"O-45392","2014-10-03",1011,20.66,"First Class","Corporate","Office Supplies",45,"5%","Yes","No","2014-11-25"
"O-45393","2014-10-03",1025,77.7,"Standard Class","Corporate","Office Supplies",30,"5%","Yes","No","2014-11-13"
"O-45394","2014-10-03",1031,108.61,"First Class","Consumer","Furniture",45,"5%","No","No","2014-10-26"
"O-45395","2014-10-03",1007,43.83,"Standard Class","Corporate","Office Supplies",14,"5%","Yes","No","2014-11-10"
"O-45396","2014-10-03",1024,49.44,"Standard Class","Corporate","Office Supplies",45,"5%","Yes","No","2014-11-29"
"O-45397","2014-10-03",1024,43.56,"Standard Class","Corporate","Office Supplies",45,"0%","Yes","No","2014-11-26"
"O-45398","2014-10-03",1013,30.94,"Same Day","Consumer","Office Supplies",14,"0%","Yes","No","2014-11-17"
"O-45399","2014-10-03",1029,51.6,"Standard Class","Corporate","Office Supplies",30,"5%","Yes","No","2014-11-08"
"O-45400","2014-10-03",1024,29.7,"Standard Class","Corporate","Office Supplies",14,"3%","Yes","No","2014-11-14"
"O-45401","2014-10-03",1029,36.72,"Standard Class","Corporate","Office Supplies",14,"0%","Yes","No","2014-11-07"
"O-45402","2014-10-03",1028,15.4,"Standard Class","Consumer","Office Supplies",30,"5%","Yes","No","2014-10-29"
"O-45403","2014-10-03",1029,244.65,"Standard Class","Corporate","Office Supplies",45,"5%","Yes","No","2014-11-17"
"O-45404","2014-10-03",1010,23.1,"Same Day","Consumer","Office Supplies",14,"5%","Yes","No","2014-11-13"
"O-45405","2014-10-03",1029,14.43,"Standard Class","Corporate","Office Supplies",45,"5%","Yes","No","2014-11-22"
"O-45406","2014-10-03",1012,19.94,"Standard Class","Corporate","Office Supplies",30,"0%","Yes","No","2014-11-21"
"O-45407","2014-10-03",1029,27.24,"Standard Class","Corporate","Office Supplies",45,"5%","Yes","No","2014-11-23"
"O-45408","2014-10-03",1015,11.52,"Second Class","Consumer","Office Supplies",30,"0%","Yes","No","2014-11-14"
"O-45409","2014-10-03",1027,6.03,"Standard Class","Consumer","Office Supplies",30,"5%","Yes","No","2014-11-04"
"O-45410","2014-10-03",1019,10.37,"Standard Class","Corporate","Office Supplies",14,"5%","Yes","No","2014-11-01"
"O-45412","2014-10-03",1023,10.08,"Second Class","Consumer","Office Supplies",30,"0%","Yes","No","2014-11-09"
"O-45413","2014-10-03",1015,6.66,"Standard Class","Consumer","Office Supplies",14,"3%","Yes","No","2014-10-27"
"O-45414","2014-10-03",1031,1.44,"First Class","Consumer","Office Supplies",45,"5%","Yes","No","2014-11-05"
"O-45415","2014-10-03",1004,35.0,"First Class","Consumer","Office Supplies",30,"5%","Yes","No","2014-10-14"
"O-45418","2014-10-04",1025,483.2,"First Class","Corporate","Furniture",14,"3%","Yes","No","2014-11-03"
"O-45419","2014-10-04",1029,1059.24,"Standard Class","Corporate","Furniture",14,"5%","Yes","No","2014-10-24"
"O-45420","2014-10-04",1026,319.98,"First Class","Corporate","Technology",30,"5%","Yes","No","2014-11-12"
"O-45421","2014-10-04",1015,1242.36,"Standard Class","Consumer","Technology",30,"5%","Yes","No","2014-10-30"
"O-45422","2014-10-04",1010,204.91,"First Class","Consumer","Technology",30,"5%","Yes","No","2014-11-10"
"O-45423","2014-10-04",1029,248.82,"First Class","Corporate","Furniture",14,"0%","Yes","No","2014-10-26"
"O-45424","2014-10-04",1024,395.89,"Second Class","Corporate","Technology",30,"0%","Yes","No","2014-11-09"
"O-45425","2014-10-04",1025,246.84,"First Class","Corporate","Furniture",14,"0%","No","No","2014-11-12"
"O-45426","2014-10-04",1012,500.99,"Standard Class","Corporate","Furniture",14,"3%","Yes","No","2014-11-05"
"O-45427","2014-10-04",1010,284.11,"First Class","Consumer","Technology",30,"5%","Yes","No","2014-11-05"
"O-45428","2014-10-04",1027,174.12,"Second Class","Consumer","Furniture",45,"3%","Yes","No","2014-11-14"
"O-45429","2014-10-04",1025,135.2,"Second Class","Corporate","Office Supplies",45,"5%","Yes","No","2014-11-23"
"O-45430","2014-10-04",1011,167.94,"First Class","Corporate","Office Supplies",14,"3%","Yes","No","2014-11-09"
"O-45432","2014-10-04",1013,232.68,"Standard Class","Consumer","Furniture",14,"0%","Yes","No","2014-11-04"
"O-45433","2014-10-04",1012,109.38,"First Class","Corporate","Office Supplies",14,"5%","Yes","No","2014-11-12"
"O-45436","2014-10-04",1013,200.44,"Standard Class","Consumer","Furniture",45,"0%","Yes","No","2014-11-18"
"O-45438","2014-10-04",1022,74.55,"Second Class","Corporate","Technology",30,"5%","No","No","2014-11-18"
"O-45439","2014-10-04",1008,65.12,"Standard Class","Consumer","Office Supplies",30,"0%","Yes","No","2014-11-12"
"O-45441","2014-10-04",1008,108.79,"Standard Class","Consumer","Technology",45,"5%","Yes","No","2014-11-06"
"O-45442","2014-10-04",1011,51.17,"Standard Class","Corporate","Office Supplies",45,"0%","Yes","No","2014-11-25"
"O-45443","2014-10-04",1007,90.36,"Standard Class","Corporate","Office Supplies",45,"5%","No","No","2014-12-04"
"O-45444","2014-10-04",1021,93.06,"Standard Class","Corporate","Office Supplies",45,"3%","Yes","No","2014-12-02"
"O-45445","2014-10-04",1013,65.92,"Standard Class","Consumer","Office Supplies",14,"5%","Yes","No","2014-11-09"
"O-45447","2014-10-04",1025,51.94,"Standard Class","Corporate","Office Supplies",30,"3%","Yes","No","2014-11-24"
"O-45448","2014-10-04",1026,103.5,"Standard Class","Corporate","Furniture",45,"5%","Yes","No","2014-11-22"
"O-45449","2014-10-04",1006,29.58,"First Class","Consumer","Office Supplies",45,"3%","Yes","No","2014-11-11"
"O-45450","2014-10-04",1015,510.57,"First Class","Consumer","Furniture",14,"0%","No","No","2014-11-01"
"O-45451","2014-10-04",1013,97.92,"Standard Class","Consumer","Office Supplies",45,"5%","Yes","No","2014-11-23"
"O-45452","2014-10-04",1015,42.8,"Standard Class","Consumer","Office Supplies",30,"5%","Yes","No","2014-11-09"
"O-45453","2014-10-04",1015,45.6,"First Class","Consumer","Technology",30,"3%","No","No","2014-11-03"
"O-45454","2014-10-04",1010,54.44,"Standard Class","Consumer","Furniture",14,"5%","No","No","2014-11-07"
"O-45456","2014-10-04",1024,43.33,"Standard Class","Corporate","Office Supplies",30,"5%","Yes","No","2014-11-13"
"O-45457","2014-10-04",1018,43.34,"Standard Class","Corporate","Office Supplies",30,"0%","Yes","No","2014-11-18"
"O-45459","2014-10-04",1011,11.76,"First Class","Corporate","Office Supplies",45,"0%","Yes","No","2014-11-19"
"O-45461","2014-10-04",1028,30.24,"Standard Class","Consumer","Office Supplies",30,"3%","Yes","No","2014-11-10"
"O-45463","2014-10-04",1022,33.96,"Standard Class","Corporate","Office Supplies",30,"0%","Yes","No","2014-11-28"
"O-45464","2014-10-04",1029,27.37,"Standard Class","Corporate","Office Supplies",45,"5%","Yes","No","2014-11-20"
"O-45465","2014-10-04",1029,7.67,"Second Class","Corporate","Office Supplies",30,"0%","Yes","No","2014-11-13"
"O-45467","2014-10-04",1027,8.33,"First Class","Consumer","Office Supplies",14,"3%","Yes","No","2014-10-31"
"O-45468","2014-10-04",1006,21.89,"Second Class","Consumer","Office Supplies",14,"3%","Yes","No","2014-10-26"
"O-45469","2014-10-04",1011,3.89,"First Class","Corporate","Office Supplies",30,"5%","Yes","No","2014-11-14"
"O-45471","2014-10-04",1025,14.14,"Standard Class","Corporate","Office Supplies",45,"5%","No","No","2014-12-05"
"O-45472","2014-10-04",1024,28.04,"Standard Class","Corporate","Furniture",14,"5%","Yes","No","2014-11-02"
"O-45473","2014-10-04",1012,7.07,"Standard Class","Corporate","Office Supplies",45,"3%","Yes","No","2014-12-03"
"O-45474","2014-10-04",1025,5.55,"Standard Class","Corporate","Office Supplies",45,"5%","Yes","No","2014-12-02"
"O-45475","2014-10-04",1018,43.75,"Standard Class","Corporate","Office Supplies",45,"0%","Yes","No","2014-11-30"
"O-45476","2014-10-04",1025,2.78,"Standard Class","Corporate","Office Supplies",14,"3%","No","No","2014-11-22"
"O-45477","2014-10-05",1015,2015.5,"First Class","Consumer","Technology",30,"5%","Yes","No","2014-10-29"
"O-45478","2014-10-05",1030,1704.87,"First Class","Corporate","Office Supplies",30,"3%","Yes","No","2014-11-11"
"O-45479","2014-10-05",1013,1274.7,"Standard Class","Consumer","Technology",30,"3%","Yes","No","2014-11-03"
"O-45480","2014-10-05",1012,735.41,"Standard Class","Corporate","Furniture",45,"3%","Yes","No","2014-11-21"
"O-45481","2014-10-05",1027,171.27,"First Class","Consumer","Furniture",14,"3%","Yes","No","2014-10-19"
"O-45482","2014-10-05",1030,385.08,"Standard Class","Corporate","Furniture",45,"0%","Yes","No","2014-11-23"
"O-45483","2014-10-05",1012,312.91,"Second Class","Corporate","Furniture",45,"5%","Yes","No","2014-11-27"
"O-45485","2014-10-05",1025,505.99,"Standard Class","Corporate","Technology",45,"5%","Yes","No","2014-11-24"
"O-45486","2014-10-05",1018,387.09,"Standard Class","Corporate","Furniture",14,"5%","Yes","No","2014-10-31"
"O-45488","2014-10-05",1015,147.99,"Standard Class","Consumer","Office Supplies",14,"5%","Yes","No","2014-10-27"
"O-45489","2014-10-05",1012,107.4,"Standard Class","Corporate","Technology",45,"0%","No","No","2014-12-06"
"O-45490","2014-10-05",1027,194.4,"Standard Class","Consumer","Office Supplies",14,"5%","Yes","No","2014-10-22"
"O-45492","2014-10-05",1006,159.66,"Standard Class","Consumer","Technology",45,"3%","Yes","No","2014-11-01"
"O-45493","2014-10-05",1029,473.04,"Second Class","Corporate","Furniture",30,"5%","Yes","No","2014-11-07"
"O-45494","2014-10-05",1012,37.99,"Second Class","Corporate","Office Supplies",45,"3%","Yes","No","2014-12-12"
"O-45495","2014-10-05",1006,54.9,"Standard Class","Consumer","Office Supplies",45,"5%","Yes","No","2014-11-09"
"O-45496","2014-10-05",1006,53.28,"Standard Class","Consumer","Office Supplies",14,"3%","Yes","No","2014-10-27"
"O-45497","2014-10-05",1015,42.88,"Standard Class","Consumer","Office Supplies",14,"5%","Yes","No","2014-11-06"
"O-45498","2014-10-05",1019,21.98,"Second Class","Corporate","Office Supplies",14,"0%","Yes","No","2014-11-05"
"O-45500","2014-10-05",1016,15.22,"Second Class","Corporate","Office Supplies",45,"5%","No","No","2014-12-02"
"O-45502","2014-10-05",1006,29.01,"Standard Class","Consumer","Office Supplies",45,"5%","Yes","No","2014-11-06"
"O-45503","2014-10-05",1012,19.6,"Standard Class","Corporate","Office Supplies",30,"5%","No","No","2014-11-23"
"O-45504","2014-10-05",1006,15.48,"Standard Class","Consumer","Office Supplies",14,"5%","Yes","No","2014-10-28"
"O-45505","2014-10-05",1025,18.48,"Standard Class","Corporate","Office Supplies",30,"3%","Yes","No","2014-11-25"
"O-45506","2014-10-05",1012,8.18,"Second Class","Corporate","Office Supplies",30,"3%","No","No","2014-11-29"
"O-45513","2014-10-06",1026,881.55,"Standard Class","Corporate","Technology",14,"0%","Yes","No","2014-11-08"
"O-45514","2014-10-06",1008,793.48,"Same Day","Consumer","Technology",14,"5%","Yes","No","2014-10-17"
"O-45515","2014-10-06",1029,475.25,"Standard Class","Corporate","Furniture",14,"3%","Yes","No","2014-10-30"
"O-45516","2014-10-06",1010,259.7,"First Class","Consumer","Office Supplies",30,"3%","Yes","No","2014-11-21"
"O-45518","2014-10-06",1014,880.8,"Standard Class","Corporate","Furniture",30,"5%","Yes","No","2014-11-02"
"O-45519","2014-10-06",1024,854.78,"Standard Class","Corporate","Furniture",30,"0%","Yes","No","2014-11-21"
"O-45520","2014-10-06",1029,172.62,"Same Day","Corporate","Technology",30,"5%","Yes","No","2014-11-02"
"O-45521","2014-10-06",1011,371.97,"Second Class","Corporate","Technology",45,"0%","Yes","No","2014-11-20"
"O-45522","2014-10-06",1007,300.63,"Standard Class","Corporate","Office Supplies",30,"5%","Yes","No","2014-11-14"
"O-45523","2014-10-06",1013,108.29,"First Class","Consumer","Office Supplies",14,"3%","Yes","No","2014-11-08"
"O-45524","2014-10-06",1013,81.11,"First Class","Consumer","Office Supplies",14,"3%","Yes","No","2014-11-10"
"O-45525","2014-10-06",1029,110.31,"Standard Class","Corporate","Furniture",30,"0%","No","No","2014-11-16"
"O-45526","2014-10-06",1012,72.54,"Second Class","Corporate","Office Supplies",14,"5%","Yes","No","2014-11-10"
"O-45527","2014-10-06",1008,136.4,"Same Day","Consumer","Office Supplies",14,"5%","Yes","No","2014-10-23"
"O-45528","2014-10-06",1013,55.03,"First Class","Consumer","Office Supplies",14,"3%","Yes","No","2014-11-05"
"O-45529","2014-10-06",1013,147.94,"Standard Class","Consumer","Office Supplies",45,"0%","Yes","No","2014-12-04"
"O-45531","2014-10-06",1008,277.72,"Standard Class","Consumer","Technology",14,"0%","No","No","2014-10-23"
"O-45532","2014-10-06",1015,156.87,"Second Class","Consumer","Technology",45,"3%","Yes","No","2014-11-19"
"O-45535","2014-10-06",1012,35.88,"Second Class","Corporate","Office Supplies",45,"5%","Yes","No","2014-12-03"
"O-45537","2014-10-06",1010,148.5,"Standard Class","Consumer","Furniture",45,"0%","Yes","No","2014-11-21"
"O-45538","2014-10-06",1015,64.23,"Same Day","Consumer","Office Supplies",14,"5%","Yes","No","2014-10-25"
"O-45539","2014-10-06",1019,83.92,"Second Class","Corporate","Furniture",30,"0%","Yes","No","2014-11-03"
"O-45541","2014-10-06",1026,269.24,"Standard Class","Corporate","Furniture",30,"5%","No","No","2014-11-28"
"O-45542","2014-10-06",1015,116.39,"Standard Class","Consumer","Office Supplies",30,"0%","Yes","No","2014-11-11"
"O-45543","2014-10-06",1026,252.3,"Standard Class","Corporate","Office Supplies",45,"5%","Yes","No","2014-12-04"
"O-45544","2014-10-06",1025,70.08,"Standard Class","Corporate","Office Supplies",45,"5%","Yes","No","2014-12-05"
"O-45545","2014-10-06",1019,336.51,"Standard Class","Corporate","Technology",45,"3%","Yes","No","2014-11-09"
"O-45546","2014-10-06",1030,85.59,"Standard Class","Corporate","Office Supplies",45,"3%","Yes","No","2014-11-23"
"O-45549","2014-10-06",1026,46.62,"Standard Class","Corporate","Office Supplies",14,"5%","Yes","No","2014-11-14"
"O-45551","2014-10-06",1031,51.55,"Standard Class","Consumer","Office Supplies",45,"5%","Yes","No","2014-11-08"
"O-45552","2014-10-06",1019,34.24,"First Class","Corporate","Office Supplies",45,"0%","Yes","No","2014-11-25"
"O-45553","2014-10-06",1013,18.12,"First Class","Consumer","Office Supplies",30,"3%","Yes","No","2014-11-21"
"O-45554","2014-10-06",1014,46.3,"Second Class","Corporate","Office Supplies",45,"5%","Yes","No","2014-11-20"
"O-45555","2014-10-06",1015,44.41,"Standard Class","Consumer","Office Supplies",30,"0%","Yes","No","2014-11-16"
"O-45556","2014-10-06",1010,47.7,"Standard Class","Consumer","Furniture",45,"3%","Yes","No","2014-11-26"
"O-45558","2014-10-06",1007,83.79,"Standard Class","Corporate","Office Supplies",45,"3%","Yes","No","2014-12-01"
"O-45559","2014-10-06",1030,49.5,"Standard Class","Corporate","Office Supplies",14,"3%","Yes","No","2014-11-02"
"O-45561","2014-10-06",1016,19.76,"First Class","Corporate","Furniture",45,"5%","Yes","No","2014-11-19"
"O-45563","2014-10-06",1004,23.34,"Standard Class","Consumer","Office Supplies",14,"3%","Yes","No","2014-10-20"
"O-45564","2014-10-06",1005,11.81,"First Class","Corporate","Furniture",30,"5%","Yes","No","2014-11-02"
"O-45565","2014-10-06",1014,19.92,"Second Class","Corporate","Office Supplies",45,"5%","No","No","2014-12-05"
"O-45567","2014-10-06",1013,33.48,"First Class","Consumer","Furniture",14,"5%","Yes","No","2014-10-31"
"O-45568","2014-10-06",1003,28.89,"Standard Class","Corporate","Office Supplies",14,"0%","Yes","No","2014-11-13"
"O-45569","2014-10-06",1015,36.06,"Standard Class","Consumer","Office Supplies",14,"3%","No","No","2014-11-11"
"O-45570","2014-10-06",1019,27.36,"First Class","Corporate","Office Supplies",45,"5%","Yes","No","2014-11-20"
"O-45572","2014-10-06",1024,22.6,"Second Class","Corporate","Office Supplies",14,"3%","Yes","No","2014-11-13"
"O-45573","2014-10-06",1007,9.6,"Standard Class","Corporate","Office Supplies",14,"0%","Yes","No","2014-11-09"
"O-45574","2014-10-06",1010,13.08,"Standard Class","Consumer","Office Supplies",14,"5%","Yes","No","2014-11-06"
"O-45575","2014-10-06",1030,15.71,"Second Class","Corporate","Office Supplies",14,"0%","Yes","No","2014-11-05"
"O-45576","2014-10-06",1014,8.35,"Second Class","Corporate","Office Supplies",45,"5%","No","No","2014-11-27"
"O-45578","2014-10-06",1014,4.78,"Second Class","Corporate","Office Supplies",45,"0%","Yes","No","2014-11-24"
"O-45580","2014-10-06",1016,6.63,"Second Class","Corporate","Office Supplies",14,"5%","Yes","No","2014-11-07"
"O-45582","2014-10-06",1016,2.65,"Standard Class","Corporate","Office Supplies",45,"5%","Yes","No","2014-11-17"
"O-45584","2014-10-07",1004,1793.98,"First Class","Consumer","Office Supplies",30,"5%","Yes","No","2014-10-28"
"O-45585","2014-10-07",1023,1885.32,"Standard Class","Consumer","Technology",14,"5%","Yes","No","2014-10-19"
"O-45587","2014-10-07",1023,1727.46,"Standard Class","Consumer","Technology",14,"5%","Yes","No","2014-10-17"
"O-45588","2014-10-07",1000,985.2,"Second Class","Consumer","Technology",30,"5%","Yes","No","2014-11-01"
"O-45589","2014-10-07",1000,1174.56,"Second Class","Consumer","Furniture",30,"3%","Yes","No","2014-11-02"
"O-45590","2014-10-07",1010,358.27,"Standard Class","Consumer","Furniture",14,"5%","No","No","2014-10-31"
"O-45591","2014-10-07",1013,405.12,"Standard Class","Consumer","Technology",14,"0%","Yes","No","2014-10-29"
"O-45593","2014-10-07",1013,333.36,"Standard Class","Consumer","Technology",14,"3%","Yes","No","2014-11-10"
"O-45595","2014-10-07",1030,761.89,"Standard Class","Corporate","Technology",14,"0%","Yes","No","2014-10-25"
"O-45596","2014-10-07",1013,267.74,"Standard Class","Consumer","Furniture",14,"5%","Yes","No","2014-11-06"
"O-45597","2014-10-07",1000,244.74,"Standard Class","Consumer","Technology",30,"3%","Yes","No","2014-11-02"
"O-45598","2014-10-07",1004,290.34,"Same Day","Consumer","Office Supplies",45,"5%","Yes","No","2014-11-07"
"O-45599","2014-10-07",1000,144.33,"Standard Class","Consumer","Technology",30,"0%","Yes","No","2014-11-08"
"O-45600","2014-10-07",1004,369.16,"Standard Class","Consumer","Technology",30,"5%","Yes","No","2014-10-18"
"O-45601","2014-10-07",1013,540.82,"Standard Class","Consumer","Technology",45,"0%","Yes","No","2014-11-18"
"O-45602","2014-10-07",1015,247.32,"Standard Class","Consumer","Technology",45,"5%","No","No","2014-11-22"
"O-45604","2014-10-07",1008,310.14,"Standard Class","Consumer","Technology",14,"3%","Yes","No","2014-10-18"
"O-45605","2014-10-07",1010,341.72,"Standard Class","Consumer","Technology",14,"5%","Yes","No","2014-11-03"
"O-45606","2014-10-07",1012,80.64,"Standard Class","Corporate","Office Supplies",45,"3%","Yes","No","2014-12-02"
"O-45607","2014-10-07",1013,169.2,"Standard Class","Consumer","Technology",14,"3%","Yes","No","2014-11-02"
"O-45608","2014-10-07",1010,168.2,"Standard Class","Consumer","Office Supplies",30,"5%","Yes","No","2014-11-23"
"O-45609","2014-10-07",1012,173.16,"Standard Class","Corporate","Technology",45,"5%","Yes","No","2014-11-21"
"O-45612","2014-10-07",1031,97.3,"Standard Class","Consumer","Office Supplies",45,"5%","No","No","2014-11-17"
"O-45613","2014-10-07",1023,48.45,"Standard Class","Consumer","Office Supplies",30,"5%","Yes","No","2014-10-28"
"O-45614","2014-10-07",1004,58.05,"Standard Class","Consumer","Office Supplies",30,"0%","Yes","No","2014-11-02"
"O-45615","2014-10-07",1004,49.12,"Standard Class","Consumer","Office Supplies",14,"5%","Yes","No","2014-10-17"
"O-45616","2014-10-07",1024,80.1,"Standard Class","Corporate","Office Supplies",30,"0%","Yes","No","2014-11-23"
"O-45617","2014-10-07",1031,56.98,"Standard Class","Consumer","Office Supplies",14,"3%","Yes","No","2014-10-30"
"O-45618","2014-10-07",1011,104.75,"Standard Class","Corporate","Technology",14,"5%","Yes","No","2014-10-27"
"O-45619","2014-10-07",1008,127.11,"Standard Class","Consumer","Furniture",30,"5%","Yes","No","2014-10-31"
"O-45620","2014-10-07",1000,61.2,"Standard Class","Consumer","Office Supplies",30,"5%","Yes","No","2014-11-08"
"O-45621","2014-10-07",1023,55.26,"Standard Class","Consumer","Office Supplies",30,"0%","Yes","No","2014-11-03"
"O-45622","2014-10-07",1013,40.6,"Standard Class","Consumer","Office Supplies",14,"5%","Yes","No","2014-11-16"
"O-45624","2014-10-07",1013,39.7,"Standard Class","Consumer","Office Supplies",45,"3%","Yes","No","2014-11-26"
"O-45626","2014-10-07",1013,60.0,"Standard Class","Consumer","Office Supplies",14,"5%","Yes","No","2014-11-12"
"O-45627","2014-10-07",1013,19.16,"Standard Class","Consumer","Office Supplies",30,"0%","Yes","No","2014-11-22"
"O-45629","2014-10-07",1023,26.28,"Second Class","Consumer","Office Supplies",14,"0%","Yes","No","2014-11-02"
"O-45630","2014-10-07",1000,10.8,"Standard Class","Consumer","Office Supplies",45,"3%","No","No","2014-11-29"
"O-45631","2014-10-07",1023,13.38,"Second Class","Consumer","Office Supplies",45,"3%","Yes","No","2014-11-17"
"O-45632","2014-10-07",1004,17.46,"Standard Class","Consumer","Furniture",14,"5%","Yes","No","2014-10-10"
"O-45634","2014-10-07",1024,22.5,"Standard Class","Corporate","Office Supplies",14,"0%","Yes","No","2014-11-19"
"O-45637","2014-10-07",1013,24.92,"Standard Class","Consumer","Office Supplies",30,"5%","Yes","No","2014-11-18"
"O-45638","2014-10-07",1005,11.65,"Standard Class","Corporate","Office Supplies",45,"0%","Yes","No","2014-11-27"
"O-45639","2014-10-07",1004,2.88,"Standard Class","Consumer","Office Supplies",30,"5%","Yes","No","2014-10-28"
"O-45640","2014-10-07",1011,10.16,"Second Class","Corporate","Furniture",14,"0%","Yes","No","2014-11-10"
"O-45641","2014-10-08",1003,597.36,"First Class","Corporate","Furniture",45,"5%","No","No","2014-11-24"
"O-45643","2014-10-08",1021,714.72,"Second Class","Corporate","Technology",30,"5%","Yes","No","2014-11-15"
"O-45644","2014-10-08",1020,771.72,"Standard Class","Consumer","Technology",45,"0%","Yes","No","2014-11-08"
"O-45645","2014-10-08",1015,495.36,"Standard Class","Consumer","Technology",30,"3%","Yes","No","2014-10-31"
"O-45646","2014-10-08",1028,423.9,"Second Class","Consumer","Furniture",14,"5%","Yes","No","2014-10-29"
"O-45647","2014-10-08",1029,409.82,"Second Class","Corporate","Technology",30,"5%","Yes","No","2014-11-10"
"O-45648","2014-10-08",1007,109.08,"First Class","Corporate","Office Supplies",30,"3%","No","No","2014-11-27"
"O-45649","2014-10-08",1025,242.64,"Second Class","Corporate","Office Supplies",30,"5%","Yes","No","2014-11-22"
"O-45651","2014-10-08",1023,411.75,"Standard Class","Consumer","Furniture",30,"5%","Yes","No","2014-10-19"
"O-45652","2014-10-08",1028,440.64,"Standard Class","Consumer","Office Supplies",14,"5%","Yes","No","2014-10-22"
"O-45653","2014-10-08",1014,215.1,"Standard Class","Corporate","Office Supplies",30,"3%","Yes","No","2014-11-21"
"O-45654","2014-10-08",1018,257.76,"Standard Class","Corporate","Office Supplies",14,"3%","Yes","No","2014-11-15"
"O-45656","2014-10-08",1012,350.38,"Standard Class","Corporate","Technology",45,"0%","No","No","2014-12-16"
"O-45657","2014-10-08",1018,246.21,"Standard Class","Corporate","Technology",45,"3%","Yes","No","2014-11-22"
"O-45659","2014-10-08",1025,246.3,"Standard Class","Corporate","Technology",30,"0%","Yes","No","2014-11-21"
"O-45660","2014-10-08",1027,115.74,"Standard Class","Consumer","Office Supplies",45,"0%","Yes","No","2014-11-28"
"O-45661","2014-10-08",1012,157.0,"Standard Class","Corporate","Office Supplies",30,"0%","Yes","No","2014-12-01"
"O-45662","2014-10-08",1029,434.91,"Standard Class","Corporate","Office Supplies",45,"3%","Yes","No","2014-12-02"
"O-45665","2014-10-08",1024,95.62,"Standard Class","Corporate","Office Supplies",45,"5%","No","No","2014-12-07"
"O-45666","2014-10-08",1012,116.59,"Second Class","Corporate","Office Supplies",30,"0%","Yes","No","2014-12-01"
"O-45670","2014-10-08",1001,31.14,"Same Day","Consumer","Office Supplies",14,"3%","Yes","No","2014-11-12"
"O-45672","2014-10-08",1012,60.66,"Standard Class","Corporate","Office Supplies",30,"5%","Yes","No","2014-11-24"
"O-45675","2014-10-08",1024,36.0,"Second Class","Corporate","Office Supplies",45,"3%","Yes","No","2014-12-05"
"O-45676","2014-10-08",1025,40.44,"Standard Class","Corporate","Office Supplies",30,"0%","Yes","No","2014-11-23"
"O-45677","2014-10-08",1021,120.66,"Second Class","Corporate","Technology",30,"5%","Yes","No","2014-11-15"
"O-45678","2014-10-08",1000,14.4,"Same Day","Consumer","Office Supplies",14,"0%","Yes","No","2014-11-17"
"O-45679","2014-10-08",1011,20.64,"Second Class","Corporate","Office Supplies",30,"0%","Yes","No","2014-11-25"
"O-45680","2014-10-08",1023,20.34,"Standard Class","Consumer","Office Supplies",30,"3%","No","No","2014-11-15"
"O-45681","2014-10-08",1018,10.41,"Standard Class","Corporate","Office Supplies",45,"5%","No","No","2014-11-30"
"O-45682","2014-10-08",1029,17.71,"Standard Class","Corporate","Office Supplies",45,"0%","Yes","No","2014-11-27"
"O-45683","2014-10-08",1019,8.94,"Standard Class","Corporate","Office Supplies",30,"0%","Yes","No","2014-11-13"
"O-45684","2014-10-08",1011,63.82,"First Class","Corporate","Technology",14,"0%","Yes","No","2014-11-02"
